ECU0: LK, ECU0: CC, ECU0: SENSING
87650, ECU0: LK, 0
87660, ECU0: CC, 1
87670, ECU0: CC, 0
87670, ECU0: LK, 1
87690, ECU0: CC, 1
87700, ECU0: CC, 0
87710, ECU0: LK, 0
87720, ECU0: CC, 1
87730, ECU0: CC, 0
87730, ECU0: LK, 1
87750, ECU0: CC, 1
87760, ECU0: CC, 0
87770, ECU0: LK, 0
87780, ECU0: CC, 1
87650, ECU0: SENSING, 1
87660, ECU0: SENSING, 0
87710, ECU0: SENSING, 1
87720, ECU0: SENSING, 0
87790, ECU0: CC, 0
87790, ECU0: LK, 1
87810, ECU0: CC, 1
87820, ECU0: CC, 0
87830, ECU0: LK, 0
87830, ECU0: SENSING, 1
87840, ECU0: CC, 1
87840, ECU0: SENSING, 0
87850, ECU0: CC, 0
87850, ECU0: LK, 1
87870, ECU0: CC, 1
87880, ECU0: CC, 0
87890, ECU0: LK, 0
87900, ECU0: CC, 1
87910, ECU0: CC, 0
87910, ECU0: LK, 1
87930, ECU0: CC, 1
87940, ECU0: CC, 0
87950, ECU0: LK, 0
87960, ECU0: CC, 1
87970, ECU0: CC, 0
87970, ECU0: LK, 1
87990, ECU0: CC, 1
88000, ECU0: CC, 0
88010, ECU0: LK, 0
88020, ECU0: CC, 1
88030, ECU0: CC, 0
88030, ECU0: LK, 1
88050, ECU0: CC, 1
88060, ECU0: CC, 0
88070, ECU0: LK, 0
88080, ECU0: CC, 1
87950, ECU0: SENSING, 1
87960, ECU0: SENSING, 0
88010, ECU0: SENSING, 1
88020, ECU0: SENSING, 0
88090, ECU0: CC, 0
88090, ECU0: LK, 1
88110, ECU0: CC, 1
88120, ECU0: CC, 0
88130, ECU0: LK, 0
88130, ECU0: SENSING, 1
88140, ECU0: CC, 1
88140, ECU0: SENSING, 0
88150, ECU0: CC, 0
88150, ECU0: LK, 1
88170, ECU0: CC, 1
88180, ECU0: CC, 0
88190, ECU0: LK, 0
88200, ECU0: CC, 1
88210, ECU0: CC, 0
88210, ECU0: LK, 1
88230, ECU0: CC, 1
88240, ECU0: CC, 0
88250, ECU0: LK, 0
88260, ECU0: CC, 1
88270, ECU0: CC, 0
88270, ECU0: LK, 1
88290, ECU0: CC, 1
88300, ECU0: CC, 0
88310, ECU0: LK, 0
88320, ECU0: CC, 1
88330, ECU0: CC, 0
88330, ECU0: LK, 1
88350, ECU0: CC, 1
88360, ECU0: CC, 0
88370, ECU0: LK, 0
88250, ECU0: SENSING, 1
88260, ECU0: SENSING, 0
88310, ECU0: SENSING, 1
88320, ECU0: SENSING, 0
88380, ECU0: CC, 1
88390, ECU0: CC, 0
88390, ECU0: LK, 1
88410, ECU0: CC, 1
88420, ECU0: CC, 0
88430, ECU0: LK, 0
88430, ECU0: SENSING, 1
88440, ECU0: CC, 1
88440, ECU0: SENSING, 0
88450, ECU0: CC, 0
88450, ECU0: LK, 1
88470, ECU0: CC, 1
88480, ECU0: CC, 0
88490, ECU0: LK, 0
88500, ECU0: CC, 1
88510, ECU0: CC, 0
88510, ECU0: LK, 1
88530, ECU0: CC, 1
88540, ECU0: CC, 0
88550, ECU0: LK, 0
88560, ECU0: CC, 1
88570, ECU0: CC, 0
88570, ECU0: LK, 1
88590, ECU0: CC, 1
88600, ECU0: CC, 0
88610, ECU0: LK, 0
88620, ECU0: CC, 1
88630, ECU0: CC, 0
88630, ECU0: LK, 1
88650, ECU0: CC, 1
88660, ECU0: CC, 0
88670, ECU0: LK, 0
88680, ECU0: CC, 1
88550, ECU0: SENSING, 1
88560, ECU0: SENSING, 0
88610, ECU0: SENSING, 1
88620, ECU0: SENSING, 0
88690, ECU0: CC, 0
88690, ECU0: LK, 1
88710, ECU0: CC, 1
88720, ECU0: CC, 0
88730, ECU0: LK, 0
88730, ECU0: SENSING, 1
88740, ECU0: CC, 1
88740, ECU0: SENSING, 0
88750, ECU0: CC, 0
88750, ECU0: LK, 1
88770, ECU0: CC, 1
88780, ECU0: CC, 0
88790, ECU0: LK, 0
88800, ECU0: CC, 1
88810, ECU0: CC, 0
88810, ECU0: LK, 1
88830, ECU0: CC, 1
88840, ECU0: CC, 0
88850, ECU0: LK, 0
88860, ECU0: CC, 1
88870, ECU0: CC, 0
88870, ECU0: LK, 1
88890, ECU0: CC, 1
88900, ECU0: CC, 0
88910, ECU0: LK, 0
88920, ECU0: CC, 1
88930, ECU0: CC, 0
88930, ECU0: LK, 1
88950, ECU0: CC, 1
88960, ECU0: CC, 0
88970, ECU0: LK, 0
88980, ECU0: CC, 1
88850, ECU0: SENSING, 1
88860, ECU0: SENSING, 0
88910, ECU0: SENSING, 1
88920, ECU0: SENSING, 0
88990, ECU0: CC, 0
88990, ECU0: LK, 1
89010, ECU0: CC, 1
89020, ECU0: CC, 0
89030, ECU0: LK, 0
89030, ECU0: SENSING, 1
89040, ECU0: CC, 1
89040, ECU0: SENSING, 0
89050, ECU0: CC, 0
89050, ECU0: LK, 1
89070, ECU0: CC, 1
89080, ECU0: CC, 0
89090, ECU0: LK, 0
89100, ECU0: CC, 1
89110, ECU0: CC, 0
89110, ECU0: LK, 1
89130, ECU0: CC, 1
89140, ECU0: CC, 0
89150, ECU0: LK, 0
89160, ECU0: CC, 1
89170, ECU0: CC, 0
89170, ECU0: LK, 1
89190, ECU0: CC, 1
89200, ECU0: CC, 0
89210, ECU0: LK, 0
89220, ECU0: CC, 1
89230, ECU0: CC, 0
89230, ECU0: LK, 1
89250, ECU0: CC, 1
89260, ECU0: CC, 0
89270, ECU0: LK, 0
89280, ECU0: CC, 1
89150, ECU0: SENSING, 1
89160, ECU0: SENSING, 0
89210, ECU0: SENSING, 1
89220, ECU0: SENSING, 0
89290, ECU0: CC, 0
89290, ECU0: LK, 1
89310, ECU0: CC, 1
89320, ECU0: CC, 0
89330, ECU0: LK, 0
89330, ECU0: SENSING, 1
89340, ECU0: CC, 1
89340, ECU0: SENSING, 0
89350, ECU0: CC, 0
89350, ECU0: LK, 1
89370, ECU0: CC, 1
89380, ECU0: CC, 0
89390, ECU0: LK, 0
89400, ECU0: CC, 1
89410, ECU0: CC, 0
89410, ECU0: LK, 1
89430, ECU0: CC, 1
89440, ECU0: CC, 0
89450, ECU0: LK, 0
89460, ECU0: CC, 1
89470, ECU0: CC, 0
89470, ECU0: LK, 1
89490, ECU0: CC, 1
89500, ECU0: CC, 0
89510, ECU0: LK, 0
89520, ECU0: CC, 1
89530, ECU0: CC, 0
89530, ECU0: LK, 1
89550, ECU0: CC, 1
89560, ECU0: CC, 0
89570, ECU0: LK, 0
89580, ECU0: CC, 1
89450, ECU0: SENSING, 1
89460, ECU0: SENSING, 0
89510, ECU0: SENSING, 1
89520, ECU0: SENSING, 0
89590, ECU0: CC, 0
89590, ECU0: LK, 1
89610, ECU0: CC, 1
89620, ECU0: CC, 0
89630, ECU0: LK, 0
89630, ECU0: SENSING, 1
89640, ECU0: CC, 1
89640, ECU0: SENSING, 0
89650, ECU0: CC, 0
89650, ECU0: LK, 1
89670, ECU0: CC, 1
89680, ECU0: CC, 0
89690, ECU0: LK, 0
89700, ECU0: CC, 1
89710, ECU0: CC, 0
89710, ECU0: LK, 1
89730, ECU0: CC, 1
89740, ECU0: CC, 0
89750, ECU0: LK, 0
89760, ECU0: CC, 1
89770, ECU0: CC, 0
89770, ECU0: LK, 1
89790, ECU0: CC, 1
89800, ECU0: CC, 0
89810, ECU0: LK, 0
89820, ECU0: CC, 1
89830, ECU0: CC, 0
89830, ECU0: LK, 1
89850, ECU0: CC, 1
89860, ECU0: CC, 0
89870, ECU0: LK, 0
89880, ECU0: CC, 1
89750, ECU0: SENSING, 1
89760, ECU0: SENSING, 0
89810, ECU0: SENSING, 1
89820, ECU0: SENSING, 0
89890, ECU0: CC, 0
89890, ECU0: LK, 1
89910, ECU0: CC, 1
89920, ECU0: CC, 0
89930, ECU0: LK, 0
89930, ECU0: SENSING, 1
89940, ECU0: CC, 1
89940, ECU0: SENSING, 0
89950, ECU0: CC, 0
89950, ECU0: LK, 1
89970, ECU0: CC, 1
89980, ECU0: CC, 0
89990, ECU0: LK, 0
90000, ECU0: CC, 1
90010, ECU0: CC, 0
90010, ECU0: LK, 1
90030, ECU0: CC, 1
90040, ECU0: CC, 0
90050, ECU0: LK, 0
90060, ECU0: CC, 1
90070, ECU0: CC, 0
90070, ECU0: LK, 1
90090, ECU0: CC, 1
90100, ECU0: CC, 0
90110, ECU0: LK, 0
90120, ECU0: CC, 1
90130, ECU0: CC, 0
90130, ECU0: LK, 1
90150, ECU0: CC, 1
90160, ECU0: CC, 0
90170, ECU0: LK, 0
90180, ECU0: CC, 1
90050, ECU0: SENSING, 1
90060, ECU0: SENSING, 0
90110, ECU0: SENSING, 1
90120, ECU0: SENSING, 0
90190, ECU0: CC, 0
90190, ECU0: LK, 1
90210, ECU0: CC, 1
90220, ECU0: CC, 0
90230, ECU0: LK, 0
90230, ECU0: SENSING, 1
90240, ECU0: CC, 1
90240, ECU0: SENSING, 0
90250, ECU0: CC, 0
90250, ECU0: LK, 1
90270, ECU0: CC, 1
90280, ECU0: CC, 0
90290, ECU0: LK, 0
90300, ECU0: CC, 1
90310, ECU0: CC, 0
90310, ECU0: LK, 1
90330, ECU0: CC, 1
90340, ECU0: CC, 0
90350, ECU0: LK, 0
90360, ECU0: CC, 1
90370, ECU0: CC, 0
90370, ECU0: LK, 1
90390, ECU0: CC, 1
90400, ECU0: CC, 0
90410, ECU0: LK, 0
90420, ECU0: CC, 1
90430, ECU0: CC, 0
90430, ECU0: LK, 1
90450, ECU0: CC, 1
90460, ECU0: CC, 0
90470, ECU0: LK, 0
90480, ECU0: CC, 1
90350, ECU0: SENSING, 1
90360, ECU0: SENSING, 0
90410, ECU0: SENSING, 1
90420, ECU0: SENSING, 0
90490, ECU0: CC, 0
90490, ECU0: LK, 1
90510, ECU0: CC, 1
90520, ECU0: CC, 0
90530, ECU0: LK, 0
90530, ECU0: SENSING, 1
90540, ECU0: CC, 1
90540, ECU0: SENSING, 0
90550, ECU0: CC, 0
90550, ECU0: LK, 1
90570, ECU0: CC, 1
90580, ECU0: CC, 0
90590, ECU0: LK, 0
90600, ECU0: CC, 1
90610, ECU0: CC, 0
90610, ECU0: LK, 1
90630, ECU0: CC, 1
90640, ECU0: CC, 0
90650, ECU0: LK, 0
90660, ECU0: CC, 1
90670, ECU0: CC, 0
90670, ECU0: LK, 1
90690, ECU0: CC, 1
90700, ECU0: CC, 0
90710, ECU0: LK, 0
90720, ECU0: CC, 1
90730, ECU0: CC, 0
90730, ECU0: LK, 1
90750, ECU0: CC, 1
90760, ECU0: CC, 0
90770, ECU0: LK, 0
90780, ECU0: CC, 1
90650, ECU0: SENSING, 1
90660, ECU0: SENSING, 0
90710, ECU0: SENSING, 1
90720, ECU0: SENSING, 0
90790, ECU0: CC, 0
90790, ECU0: LK, 1
90810, ECU0: CC, 1
90820, ECU0: CC, 0
90830, ECU0: LK, 0
90830, ECU0: SENSING, 1
90840, ECU0: CC, 1
90840, ECU0: SENSING, 0
90850, ECU0: CC, 0
90850, ECU0: LK, 1
90870, ECU0: CC, 1
90880, ECU0: CC, 0
90890, ECU0: LK, 0
90900, ECU0: CC, 1
90910, ECU0: CC, 0
90910, ECU0: LK, 1
90930, ECU0: CC, 1
90940, ECU0: CC, 0
90950, ECU0: LK, 0
90960, ECU0: CC, 1
90970, ECU0: CC, 0
90970, ECU0: LK, 1
90990, ECU0: CC, 1
91000, ECU0: CC, 0
91010, ECU0: LK, 0
91020, ECU0: CC, 1
91030, ECU0: CC, 0
91030, ECU0: LK, 1
91050, ECU0: CC, 1
91060, ECU0: CC, 0
91070, ECU0: LK, 0
91080, ECU0: CC, 1
90950, ECU0: SENSING, 1
90960, ECU0: SENSING, 0
91010, ECU0: SENSING, 1
91020, ECU0: SENSING, 0
91090, ECU0: CC, 0
91090, ECU0: LK, 1
91110, ECU0: CC, 1
91120, ECU0: CC, 0
91130, ECU0: LK, 0
91130, ECU0: SENSING, 1
91140, ECU0: CC, 1
91140, ECU0: SENSING, 0
91150, ECU0: CC, 0
91150, ECU0: LK, 1
91170, ECU0: CC, 1
91180, ECU0: CC, 0
91190, ECU0: LK, 0
91200, ECU0: CC, 1
91210, ECU0: CC, 0
91210, ECU0: LK, 1
91230, ECU0: CC, 1
91240, ECU0: CC, 0
91250, ECU0: LK, 0
91260, ECU0: CC, 1
91270, ECU0: CC, 0
91270, ECU0: LK, 1
91290, ECU0: CC, 1
91300, ECU0: CC, 0
91310, ECU0: LK, 0
91320, ECU0: CC, 1
91330, ECU0: CC, 0
91330, ECU0: LK, 1
91350, ECU0: CC, 1
91360, ECU0: CC, 0
91370, ECU0: LK, 0
91380, ECU0: CC, 1
91250, ECU0: SENSING, 1
91260, ECU0: SENSING, 0
91310, ECU0: SENSING, 1
91320, ECU0: SENSING, 0
91390, ECU0: CC, 0
91390, ECU0: LK, 1
91410, ECU0: CC, 1
91420, ECU0: CC, 0
91430, ECU0: LK, 0
91430, ECU0: SENSING, 1
91440, ECU0: CC, 1
91440, ECU0: SENSING, 0
91450, ECU0: CC, 0
91450, ECU0: LK, 1
91470, ECU0: CC, 1
91480, ECU0: CC, 0
91490, ECU0: LK, 0
91500, ECU0: CC, 1
91510, ECU0: CC, 0
91510, ECU0: LK, 1
91530, ECU0: CC, 1
91540, ECU0: CC, 0
91550, ECU0: LK, 0
91560, ECU0: CC, 1
91570, ECU0: CC, 0
91570, ECU0: LK, 1
91590, ECU0: CC, 1
91600, ECU0: CC, 0
91610, ECU0: LK, 0
91620, ECU0: CC, 1
91630, ECU0: CC, 0
91630, ECU0: LK, 1
91650, ECU0: CC, 1
91660, ECU0: CC, 0
91670, ECU0: LK, 0
91680, ECU0: CC, 1
91550, ECU0: SENSING, 1
91560, ECU0: SENSING, 0
91610, ECU0: SENSING, 1
91620, ECU0: SENSING, 0
91690, ECU0: CC, 0
91690, ECU0: LK, 1
91710, ECU0: CC, 1
91720, ECU0: CC, 0
91730, ECU0: LK, 0
91730, ECU0: SENSING, 1
91740, ECU0: CC, 1
91740, ECU0: SENSING, 0
91750, ECU0: CC, 0
91750, ECU0: LK, 1
91770, ECU0: CC, 1
91780, ECU0: CC, 0
91790, ECU0: LK, 0
91800, ECU0: CC, 1
91810, ECU0: CC, 0
91810, ECU0: LK, 1
91830, ECU0: CC, 1
91840, ECU0: CC, 0
91850, ECU0: LK, 0
91860, ECU0: CC, 1
91870, ECU0: CC, 0
91870, ECU0: LK, 1
91890, ECU0: CC, 1
91900, ECU0: CC, 0
91910, ECU0: LK, 0
91920, ECU0: CC, 1
91930, ECU0: CC, 0
91930, ECU0: LK, 1
91950, ECU0: CC, 1
91960, ECU0: CC, 0
91970, ECU0: LK, 0
91980, ECU0: CC, 1
91850, ECU0: SENSING, 1
91860, ECU0: SENSING, 0
91910, ECU0: SENSING, 1
91920, ECU0: SENSING, 0
91990, ECU0: CC, 0
91990, ECU0: LK, 1
92010, ECU0: CC, 1
92020, ECU0: CC, 0
92030, ECU0: LK, 0
92030, ECU0: SENSING, 1
92040, ECU0: CC, 1
92040, ECU0: SENSING, 0
92050, ECU0: CC, 0
92050, ECU0: LK, 1
92070, ECU0: CC, 1
92080, ECU0: CC, 0
92090, ECU0: LK, 0
92100, ECU0: CC, 1
92110, ECU0: CC, 0
92110, ECU0: LK, 1
92130, ECU0: CC, 1
92140, ECU0: CC, 0
92150, ECU0: LK, 0
92160, ECU0: CC, 1
92170, ECU0: CC, 0
92170, ECU0: LK, 1
92190, ECU0: CC, 1
92200, ECU0: CC, 0
92210, ECU0: LK, 0
92220, ECU0: CC, 1
92230, ECU0: CC, 0
92230, ECU0: LK, 1
92250, ECU0: CC, 1
92260, ECU0: CC, 0
92270, ECU0: LK, 0
92280, ECU0: CC, 1
92150, ECU0: SENSING, 1
92160, ECU0: SENSING, 0
92210, ECU0: SENSING, 1
92220, ECU0: SENSING, 0
92290, ECU0: CC, 0
92290, ECU0: LK, 1
92310, ECU0: CC, 1
92320, ECU0: CC, 0
92330, ECU0: LK, 0
92330, ECU0: SENSING, 1
92340, ECU0: CC, 1
92340, ECU0: SENSING, 0
92350, ECU0: CC, 0
92350, ECU0: LK, 1
92370, ECU0: CC, 1
92380, ECU0: CC, 0
92390, ECU0: LK, 0
92400, ECU0: CC, 1
92410, ECU0: CC, 0
92410, ECU0: LK, 1
92430, ECU0: CC, 1
92440, ECU0: CC, 0
92450, ECU0: LK, 0
92460, ECU0: CC, 1
92470, ECU0: CC, 0
92470, ECU0: LK, 1
92490, ECU0: CC, 1
92500, ECU0: CC, 0
92510, ECU0: LK, 0
92520, ECU0: CC, 1
92530, ECU0: CC, 0
92530, ECU0: LK, 1
92550, ECU0: CC, 1
92560, ECU0: CC, 0
92570, ECU0: LK, 0
92580, ECU0: CC, 1
92450, ECU0: SENSING, 1
92460, ECU0: SENSING, 0
92510, ECU0: SENSING, 1
92520, ECU0: SENSING, 0
92590, ECU0: CC, 0
92590, ECU0: LK, 1
92610, ECU0: CC, 1
92620, ECU0: CC, 0
92630, ECU0: LK, 0
92630, ECU0: SENSING, 1
92640, ECU0: CC, 1
92640, ECU0: SENSING, 0
92650, ECU0: CC, 0
92650, ECU0: LK, 1
92670, ECU0: CC, 1
92680, ECU0: CC, 0
92690, ECU0: LK, 0
92700, ECU0: CC, 1
92710, ECU0: CC, 0
92710, ECU0: LK, 1
92730, ECU0: CC, 1
92740, ECU0: CC, 0
92750, ECU0: LK, 0
92760, ECU0: CC, 1
92770, ECU0: CC, 0
92770, ECU0: LK, 1
92790, ECU0: CC, 1
92800, ECU0: CC, 0
92810, ECU0: LK, 0
92820, ECU0: CC, 1
92830, ECU0: CC, 0
92830, ECU0: LK, 1
92850, ECU0: CC, 1
92860, ECU0: CC, 0
92870, ECU0: LK, 0
92880, ECU0: CC, 1
92750, ECU0: SENSING, 1
92760, ECU0: SENSING, 0
92810, ECU0: SENSING, 1
92820, ECU0: SENSING, 0
92890, ECU0: CC, 0
92890, ECU0: LK, 1
92910, ECU0: CC, 1
92920, ECU0: CC, 0
92930, ECU0: LK, 0
92930, ECU0: SENSING, 1
92940, ECU0: CC, 1
92940, ECU0: SENSING, 0
92950, ECU0: CC, 0
92950, ECU0: LK, 1
92970, ECU0: CC, 1
92980, ECU0: CC, 0
92990, ECU0: LK, 0
93000, ECU0: CC, 1
93010, ECU0: CC, 0
93010, ECU0: LK, 1
93030, ECU0: CC, 1
93040, ECU0: CC, 0
93050, ECU0: LK, 0
93060, ECU0: CC, 1
93070, ECU0: CC, 0
93070, ECU0: LK, 1
93090, ECU0: CC, 1
93100, ECU0: CC, 0
93110, ECU0: LK, 0
93120, ECU0: CC, 1
93130, ECU0: CC, 0
93130, ECU0: LK, 1
93150, ECU0: CC, 1
93160, ECU0: CC, 0
93170, ECU0: LK, 0
93180, ECU0: CC, 1
93050, ECU0: SENSING, 1
93060, ECU0: SENSING, 0
93110, ECU0: SENSING, 1
93120, ECU0: SENSING, 0
93190, ECU0: CC, 0
93190, ECU0: LK, 1
93210, ECU0: CC, 1
93220, ECU0: CC, 0
93230, ECU0: LK, 0
93230, ECU0: SENSING, 1
93240, ECU0: CC, 1
93240, ECU0: SENSING, 0
93250, ECU0: CC, 0
93250, ECU0: LK, 1
93270, ECU0: CC, 1
93280, ECU0: CC, 0
93290, ECU0: LK, 0
93300, ECU0: CC, 1
93310, ECU0: CC, 0
93310, ECU0: LK, 1
93330, ECU0: CC, 1
93340, ECU0: CC, 0
93350, ECU0: LK, 0
93350, ECU0: SENSING, 1
93360, ECU0: CC, 1
93360, ECU0: SENSING, 0
93370, ECU0: CC, 0
93370, ECU0: LK, 1
93390, ECU0: CC, 1
93400, ECU0: CC, 0
93410, ECU0: LK, 0
93410, ECU0: SENSING, 1
93420, ECU0: CC, 1
93420, ECU0: SENSING, 0
93430, ECU0: CC, 0
93430, ECU0: LK, 1
93450, ECU0: CC, 1
93460, ECU0: CC, 0
93470, ECU0: LK, 0
93480, ECU0: CC, 1
93490, ECU0: CC, 0
93490, ECU0: LK, 1
93510, ECU0: CC, 1
93520, ECU0: CC, 0
93530, ECU0: LK, 0
93530, ECU0: SENSING, 1
93540, ECU0: CC, 1
93540, ECU0: SENSING, 0
93550, ECU0: CC, 0
93550, ECU0: LK, 1
93570, ECU0: CC, 1
93580, ECU0: CC, 0
93590, ECU0: LK, 0
93600, ECU0: CC, 1
93610, ECU0: CC, 0
93610, ECU0: LK, 1
93630, ECU0: CC, 1
93640, ECU0: CC, 0
93650, ECU0: LK, 0
93660, ECU0: CC, 1
93670, ECU0: CC, 0
93670, ECU0: LK, 1
93690, ECU0: CC, 1
93700, ECU0: CC, 0
93710, ECU0: LK, 0
93720, ECU0: CC, 1
93730, ECU0: CC, 0
93730, ECU0: LK, 1
93750, ECU0: CC, 1
93760, ECU0: CC, 0
93770, ECU0: LK, 0
93780, ECU0: CC, 1
93650, ECU0: SENSING, 1
93660, ECU0: SENSING, 0
93710, ECU0: SENSING, 1
93720, ECU0: SENSING, 0
93790, ECU0: CC, 0
93790, ECU0: LK, 1
93810, ECU0: CC, 1
93820, ECU0: CC, 0
93830, ECU0: LK, 0
93830, ECU0: SENSING, 1
93840, ECU0: CC, 1
93840, ECU0: SENSING, 0
93850, ECU0: CC, 0
93850, ECU0: LK, 1
93870, ECU0: CC, 1
93880, ECU0: CC, 0
93890, ECU0: LK, 0
93900, ECU0: CC, 1
93910, ECU0: CC, 0
93910, ECU0: LK, 1
93930, ECU0: CC, 1
93940, ECU0: CC, 0
93950, ECU0: LK, 0
93960, ECU0: CC, 1
93970, ECU0: CC, 0
93970, ECU0: LK, 1
93990, ECU0: CC, 1
94000, ECU0: CC, 0
94010, ECU0: LK, 0
94020, ECU0: CC, 1
94030, ECU0: CC, 0
94030, ECU0: LK, 1
94050, ECU0: CC, 1
94060, ECU0: CC, 0
94070, ECU0: LK, 0
94080, ECU0: CC, 1
93950, ECU0: SENSING, 1
93960, ECU0: SENSING, 0
94010, ECU0: SENSING, 1
94020, ECU0: SENSING, 0
94090, ECU0: CC, 0
94090, ECU0: LK, 1
94110, ECU0: CC, 1
94120, ECU0: CC, 0
94130, ECU0: LK, 0
94130, ECU0: SENSING, 1
94140, ECU0: CC, 1
94140, ECU0: SENSING, 0
94150, ECU0: CC, 0
94150, ECU0: LK, 1
94170, ECU0: CC, 1
94180, ECU0: CC, 0
94190, ECU0: LK, 0
94200, ECU0: CC, 1
94210, ECU0: CC, 0
94210, ECU0: LK, 1
94230, ECU0: CC, 1
94240, ECU0: CC, 0
94250, ECU0: LK, 0
94260, ECU0: CC, 1
94270, ECU0: CC, 0
94270, ECU0: LK, 1
94290, ECU0: CC, 1
94300, ECU0: CC, 0
94310, ECU0: LK, 0
94320, ECU0: CC, 1
94330, ECU0: CC, 0
94330, ECU0: LK, 1
94350, ECU0: CC, 1
94360, ECU0: CC, 0
94370, ECU0: LK, 0
94380, ECU0: CC, 1
94250, ECU0: SENSING, 1
94260, ECU0: SENSING, 0
94310, ECU0: SENSING, 1
94320, ECU0: SENSING, 0
94390, ECU0: CC, 0
94390, ECU0: LK, 1
94410, ECU0: CC, 1
94420, ECU0: CC, 0
94430, ECU0: LK, 0
94430, ECU0: SENSING, 1
94440, ECU0: CC, 1
94440, ECU0: SENSING, 0
94450, ECU0: CC, 0
94450, ECU0: LK, 1
94470, ECU0: CC, 1
94480, ECU0: CC, 0
94490, ECU0: LK, 0
94500, ECU0: CC, 1
94510, ECU0: CC, 0
94510, ECU0: LK, 1
94530, ECU0: CC, 1
94540, ECU0: CC, 0
94550, ECU0: LK, 0
94560, ECU0: CC, 1
94570, ECU0: CC, 0
94570, ECU0: LK, 1
94590, ECU0: CC, 1
94600, ECU0: CC, 0
94610, ECU0: LK, 0
94620, ECU0: CC, 1
94630, ECU0: CC, 0
94630, ECU0: LK, 1
94650, ECU0: CC, 1
94660, ECU0: CC, 0
94670, ECU0: LK, 0
94680, ECU0: CC, 1
94550, ECU0: SENSING, 1
94560, ECU0: SENSING, 0
94610, ECU0: SENSING, 1
94620, ECU0: SENSING, 0
94690, ECU0: CC, 0
94690, ECU0: LK, 1
94710, ECU0: CC, 1
94720, ECU0: CC, 0
94730, ECU0: LK, 0
94730, ECU0: SENSING, 1
94740, ECU0: CC, 1
94740, ECU0: SENSING, 0
94750, ECU0: CC, 0
94750, ECU0: LK, 1
94770, ECU0: CC, 1
94780, ECU0: CC, 0
94790, ECU0: LK, 0
94800, ECU0: CC, 1
94810, ECU0: CC, 0
94810, ECU0: LK, 1
94830, ECU0: CC, 1
94840, ECU0: CC, 0
94850, ECU0: LK, 0
94860, ECU0: CC, 1
94870, ECU0: CC, 0
94870, ECU0: LK, 1
94890, ECU0: CC, 1
94900, ECU0: CC, 0
94910, ECU0: LK, 0
94920, ECU0: CC, 1
94930, ECU0: CC, 0
94930, ECU0: LK, 1
94950, ECU0: CC, 1
94960, ECU0: CC, 0
94970, ECU0: LK, 0
94980, ECU0: CC, 1
94850, ECU0: SENSING, 1
94860, ECU0: SENSING, 0
94910, ECU0: SENSING, 1
94920, ECU0: SENSING, 0
94990, ECU0: CC, 0
94990, ECU0: LK, 1
95010, ECU0: CC, 1
95020, ECU0: CC, 0
95030, ECU0: LK, 0
95030, ECU0: SENSING, 1
95040, ECU0: CC, 1
95040, ECU0: SENSING, 0
95050, ECU0: CC, 0
95050, ECU0: LK, 1
95070, ECU0: CC, 1
95080, ECU0: CC, 0
95090, ECU0: LK, 0
95100, ECU0: CC, 1
95110, ECU0: CC, 0
95110, ECU0: LK, 1
95130, ECU0: CC, 1
95140, ECU0: CC, 0
95150, ECU0: LK, 0
95160, ECU0: CC, 1
95170, ECU0: CC, 0
95170, ECU0: LK, 1
95190, ECU0: CC, 1
95200, ECU0: CC, 0
95210, ECU0: LK, 0
95220, ECU0: CC, 1
95230, ECU0: CC, 0
95230, ECU0: LK, 1
95250, ECU0: CC, 1
95260, ECU0: CC, 0
95270, ECU0: LK, 0
95150, ECU0: SENSING, 1
95160, ECU0: SENSING, 0
95210, ECU0: SENSING, 1
95220, ECU0: SENSING, 0
95280, ECU0: CC, 1
95290, ECU0: CC, 0
95290, ECU0: LK, 1
95310, ECU0: CC, 1
95320, ECU0: CC, 0
95330, ECU0: LK, 0
95330, ECU0: SENSING, 1
95340, ECU0: CC, 1
95340, ECU0: SENSING, 0
95350, ECU0: CC, 0
95350, ECU0: LK, 1
95370, ECU0: CC, 1
95380, ECU0: CC, 0
95390, ECU0: LK, 0
95400, ECU0: CC, 1
95410, ECU0: CC, 0
95410, ECU0: LK, 1
95430, ECU0: CC, 1
95440, ECU0: CC, 0
95450, ECU0: LK, 0
95460, ECU0: CC, 1
95470, ECU0: CC, 0
95470, ECU0: LK, 1
95490, ECU0: CC, 1
95500, ECU0: CC, 0
95510, ECU0: LK, 0
95520, ECU0: CC, 1
95530, ECU0: CC, 0
95530, ECU0: LK, 1
95550, ECU0: CC, 1
95560, ECU0: CC, 0
95570, ECU0: LK, 0
95580, ECU0: CC, 1
95450, ECU0: SENSING, 1
95460, ECU0: SENSING, 0
95510, ECU0: SENSING, 1
95520, ECU0: SENSING, 0
95590, ECU0: CC, 0
95590, ECU0: LK, 1
95610, ECU0: CC, 1
95620, ECU0: CC, 0
95630, ECU0: LK, 0
95630, ECU0: SENSING, 1
95640, ECU0: CC, 1
95640, ECU0: SENSING, 0
95650, ECU0: CC, 0
95650, ECU0: LK, 1
95670, ECU0: CC, 1
95680, ECU0: CC, 0
95690, ECU0: LK, 0
95700, ECU0: CC, 1
95710, ECU0: CC, 0
95710, ECU0: LK, 1
95730, ECU0: CC, 1
95740, ECU0: CC, 0
95750, ECU0: LK, 0
95760, ECU0: CC, 1
95770, ECU0: CC, 0
