ECU0: LK, ECU0: CC, ECU0: SENSING
230730, ECU0: CC, 1
230740, ECU0: CC, 0
230750, ECU0: LK, 0
230760, ECU0: CC, 1
230770, ECU0: CC, 0
230770, ECU0: LK, 1
230790, ECU0: CC, 1
230800, ECU0: CC, 0
230810, ECU0: LK, 0
230820, ECU0: CC, 1
230830, ECU0: CC, 0
230830, ECU0: LK, 1
230850, ECU0: CC, 1
230860, ECU0: CC, 0
230870, ECU0: LK, 0
230880, ECU0: CC, 1
230750, ECU0: SENSING, 1
230760, ECU0: SENSING, 0
230810, ECU0: SENSING, 1
230820, ECU0: SENSING, 0
230890, ECU0: CC, 0
230890, ECU0: LK, 1
230910, ECU0: CC, 1
230920, ECU0: CC, 0
230930, ECU0: LK, 0
230930, ECU0: SENSING, 1
230940, ECU0: CC, 1
230940, ECU0: SENSING, 0
230950, ECU0: CC, 0
230950, ECU0: LK, 1
230970, ECU0: CC, 1
230980, ECU0: CC, 0
230990, ECU0: LK, 0
231000, ECU0: CC, 1
231010, ECU0: CC, 0
231010, ECU0: LK, 1
231030, ECU0: CC, 1
231040, ECU0: CC, 0
231050, ECU0: LK, 0
231060, ECU0: CC, 1
231070, ECU0: CC, 0
231070, ECU0: LK, 1
231090, ECU0: CC, 1
231100, ECU0: CC, 0
231110, ECU0: LK, 0
231120, ECU0: CC, 1
231130, ECU0: CC, 0
231130, ECU0: LK, 1
231150, ECU0: CC, 1
231160, ECU0: CC, 0
231170, ECU0: LK, 0
231180, ECU0: CC, 1
231050, ECU0: SENSING, 1
231060, ECU0: SENSING, 0
231110, ECU0: SENSING, 1
231120, ECU0: SENSING, 0
231190, ECU0: CC, 0
231190, ECU0: LK, 1
231210, ECU0: CC, 1
231220, ECU0: CC, 0
231230, ECU0: LK, 0
231230, ECU0: SENSING, 1
231240, ECU0: CC, 1
231240, ECU0: SENSING, 0
231250, ECU0: CC, 0
231250, ECU0: LK, 1
231270, ECU0: CC, 1
231280, ECU0: CC, 0
231290, ECU0: LK, 0
231300, ECU0: CC, 1
231310, ECU0: CC, 0
231310, ECU0: LK, 1
231330, ECU0: CC, 1
231340, ECU0: CC, 0
231350, ECU0: LK, 0
231360, ECU0: CC, 1
231370, ECU0: CC, 0
231370, ECU0: LK, 1
231390, ECU0: CC, 1
231400, ECU0: CC, 0
231410, ECU0: LK, 0
231420, ECU0: CC, 1
231430, ECU0: CC, 0
231430, ECU0: LK, 1
231450, ECU0: CC, 1
231460, ECU0: CC, 0
231470, ECU0: LK, 0
231350, ECU0: SENSING, 1
231360, ECU0: SENSING, 0
231410, ECU0: SENSING, 1
231420, ECU0: SENSING, 0
231480, ECU0: CC, 1
231490, ECU0: CC, 0
231490, ECU0: LK, 1
231510, ECU0: CC, 1
231520, ECU0: CC, 0
231530, ECU0: LK, 0
231530, ECU0: SENSING, 1
231540, ECU0: CC, 1
231540, ECU0: SENSING, 0
231550, ECU0: CC, 0
231550, ECU0: LK, 1
231570, ECU0: CC, 1
231580, ECU0: CC, 0
231590, ECU0: LK, 0
231600, ECU0: CC, 1
231610, ECU0: CC, 0
231610, ECU0: LK, 1
231630, ECU0: CC, 1
231640, ECU0: CC, 0
231650, ECU0: LK, 0
231660, ECU0: CC, 1
231670, ECU0: CC, 0
231670, ECU0: LK, 1
231690, ECU0: CC, 1
231700, ECU0: CC, 0
231710, ECU0: LK, 0
231720, ECU0: CC, 1
231730, ECU0: CC, 0
231730, ECU0: LK, 1
231750, ECU0: CC, 1
231760, ECU0: CC, 0
231770, ECU0: LK, 0
231780, ECU0: CC, 1
231650, ECU0: SENSING, 1
231660, ECU0: SENSING, 0
231710, ECU0: SENSING, 1
231720, ECU0: SENSING, 0
231790, ECU0: CC, 0
231790, ECU0: LK, 1
231810, ECU0: CC, 1
231820, ECU0: CC, 0
231830, ECU0: LK, 0
231830, ECU0: SENSING, 1
231840, ECU0: CC, 1
231840, ECU0: SENSING, 0
231850, ECU0: CC, 0
231850, ECU0: LK, 1
231870, ECU0: CC, 1
231880, ECU0: CC, 0
231890, ECU0: LK, 0
231900, ECU0: CC, 1
231910, ECU0: CC, 0
231910, ECU0: LK, 1
231930, ECU0: CC, 1
231940, ECU0: CC, 0
231950, ECU0: LK, 0
231960, ECU0: CC, 1
231970, ECU0: CC, 0
231970, ECU0: LK, 1
231990, ECU0: CC, 1
232000, ECU0: CC, 0
232010, ECU0: LK, 0
232020, ECU0: CC, 1
232030, ECU0: CC, 0
232030, ECU0: LK, 1
232050, ECU0: CC, 1
232060, ECU0: CC, 0
232070, ECU0: LK, 0
232080, ECU0: CC, 1
231950, ECU0: SENSING, 1
231960, ECU0: SENSING, 0
232010, ECU0: SENSING, 1
232020, ECU0: SENSING, 0
232090, ECU0: CC, 0
232090, ECU0: LK, 1
232110, ECU0: CC, 1
232120, ECU0: CC, 0
232130, ECU0: LK, 0
232130, ECU0: SENSING, 1
232140, ECU0: CC, 1
232140, ECU0: SENSING, 0
232150, ECU0: CC, 0
232150, ECU0: LK, 1
232170, ECU0: CC, 1
232180, ECU0: CC, 0
232190, ECU0: LK, 0
232200, ECU0: CC, 1
232210, ECU0: CC, 0
232210, ECU0: LK, 1
232230, ECU0: CC, 1
232240, ECU0: CC, 0
232250, ECU0: LK, 0
232260, ECU0: CC, 1
232270, ECU0: CC, 0
232270, ECU0: LK, 1
232290, ECU0: CC, 1
232300, ECU0: CC, 0
232310, ECU0: LK, 0
232320, ECU0: CC, 1
232330, ECU0: CC, 0
232330, ECU0: LK, 1
232350, ECU0: CC, 1
232360, ECU0: CC, 0
232370, ECU0: LK, 0
232380, ECU0: CC, 1
232250, ECU0: SENSING, 1
232260, ECU0: SENSING, 0
232310, ECU0: SENSING, 1
232320, ECU0: SENSING, 0
232390, ECU0: CC, 0
232390, ECU0: LK, 1
232410, ECU0: CC, 1
232420, ECU0: CC, 0
232430, ECU0: LK, 0
232430, ECU0: SENSING, 1
232440, ECU0: CC, 1
232440, ECU0: SENSING, 0
232450, ECU0: CC, 0
232450, ECU0: LK, 1
232470, ECU0: CC, 1
232480, ECU0: CC, 0
232490, ECU0: LK, 0
232500, ECU0: CC, 1
232510, ECU0: CC, 0
232510, ECU0: LK, 1
232530, ECU0: CC, 1
232540, ECU0: CC, 0
232550, ECU0: LK, 0
232560, ECU0: CC, 1
232570, ECU0: CC, 0
232570, ECU0: LK, 1
232590, ECU0: CC, 1
232600, ECU0: CC, 0
232610, ECU0: LK, 0
232620, ECU0: CC, 1
232630, ECU0: CC, 0
232630, ECU0: LK, 1
232650, ECU0: CC, 1
232660, ECU0: CC, 0
232670, ECU0: LK, 0
232680, ECU0: CC, 1
232550, ECU0: SENSING, 1
232560, ECU0: SENSING, 0
232610, ECU0: SENSING, 1
232620, ECU0: SENSING, 0
232690, ECU0: CC, 0
232690, ECU0: LK, 1
232710, ECU0: CC, 1
232720, ECU0: CC, 0
232730, ECU0: LK, 0
232730, ECU0: SENSING, 1
232740, ECU0: CC, 1
232740, ECU0: SENSING, 0
232750, ECU0: CC, 0
232750, ECU0: LK, 1
232770, ECU0: CC, 1
232780, ECU0: CC, 0
232790, ECU0: LK, 0
232800, ECU0: CC, 1
232810, ECU0: CC, 0
232810, ECU0: LK, 1
232830, ECU0: CC, 1
232840, ECU0: CC, 0
232850, ECU0: LK, 0
232860, ECU0: CC, 1
232870, ECU0: CC, 0
232870, ECU0: LK, 1
232890, ECU0: CC, 1
232900, ECU0: CC, 0
232910, ECU0: LK, 0
232920, ECU0: CC, 1
232930, ECU0: CC, 0
232930, ECU0: LK, 1
232950, ECU0: CC, 1
232960, ECU0: CC, 0
232970, ECU0: LK, 0
232980, ECU0: CC, 1
232990, ECU0: CC, 0
232850, ECU0: SENSING, 1
232860, ECU0: SENSING, 0
232910, ECU0: SENSING, 1
232920, ECU0: SENSING, 0
232990, ECU0: LK, 1
233010, ECU0: CC, 1
233020, ECU0: CC, 0
233030, ECU0: LK, 0
233030, ECU0: SENSING, 1
233040, ECU0: CC, 1
233040, ECU0: SENSING, 0
233050, ECU0: CC, 0
233050, ECU0: LK, 1
233070, ECU0: CC, 1
233080, ECU0: CC, 0
233090, ECU0: LK, 0
233100, ECU0: CC, 1
233110, ECU0: CC, 0
233110, ECU0: LK, 1
233130, ECU0: CC, 1
233140, ECU0: CC, 0
233150, ECU0: LK, 0
233160, ECU0: CC, 1
233170, ECU0: CC, 0
233170, ECU0: LK, 1
233190, ECU0: CC, 1
233200, ECU0: CC, 0
233210, ECU0: LK, 0
233220, ECU0: CC, 1
233230, ECU0: CC, 0
233230, ECU0: LK, 1
233250, ECU0: CC, 1
233260, ECU0: CC, 0
233270, ECU0: LK, 0
233280, ECU0: CC, 1
233150, ECU0: SENSING, 1
233160, ECU0: SENSING, 0
233210, ECU0: SENSING, 1
233220, ECU0: SENSING, 0
233290, ECU0: CC, 0
233290, ECU0: LK, 1
233310, ECU0: CC, 1
233320, ECU0: CC, 0
233330, ECU0: LK, 0
233330, ECU0: SENSING, 1
233340, ECU0: CC, 1
233340, ECU0: SENSING, 0
233350, ECU0: CC, 0
233350, ECU0: LK, 1
233370, ECU0: CC, 1
233380, ECU0: CC, 0
233390, ECU0: LK, 0
233400, ECU0: CC, 1
233410, ECU0: CC, 0
233410, ECU0: LK, 1
233430, ECU0: CC, 1
233440, ECU0: CC, 0
233450, ECU0: LK, 0
233460, ECU0: CC, 1
233470, ECU0: CC, 0
233470, ECU0: LK, 1
233490, ECU0: CC, 1
233500, ECU0: CC, 0
233510, ECU0: LK, 0
233520, ECU0: CC, 1
233530, ECU0: CC, 0
233530, ECU0: LK, 1
233550, ECU0: CC, 1
233560, ECU0: CC, 0
233570, ECU0: LK, 0
233580, ECU0: CC, 1
233450, ECU0: SENSING, 1
233460, ECU0: SENSING, 0
233510, ECU0: SENSING, 1
233520, ECU0: SENSING, 0
233590, ECU0: CC, 0
233590, ECU0: LK, 1
233610, ECU0: CC, 1
233620, ECU0: CC, 0
233630, ECU0: LK, 0
233630, ECU0: SENSING, 1
233640, ECU0: CC, 1
233640, ECU0: SENSING, 0
233650, ECU0: CC, 0
233650, ECU0: LK, 1
233670, ECU0: CC, 1
233680, ECU0: CC, 0
233690, ECU0: LK, 0
233700, ECU0: CC, 1
233710, ECU0: CC, 0
233710, ECU0: LK, 1
233730, ECU0: CC, 1
233740, ECU0: CC, 0
233750, ECU0: LK, 0
233760, ECU0: CC, 1
233770, ECU0: CC, 0
233770, ECU0: LK, 1
233790, ECU0: CC, 1
233800, ECU0: CC, 0
233810, ECU0: LK, 0
233820, ECU0: CC, 1
233830, ECU0: CC, 0
233830, ECU0: LK, 1
233850, ECU0: CC, 1
233860, ECU0: CC, 0
233870, ECU0: LK, 0
233880, ECU0: CC, 1
233750, ECU0: SENSING, 1
233760, ECU0: SENSING, 0
233810, ECU0: SENSING, 1
233820, ECU0: SENSING, 0
233890, ECU0: CC, 0
233890, ECU0: LK, 1
233910, ECU0: CC, 1
233920, ECU0: CC, 0
233930, ECU0: LK, 0
233930, ECU0: SENSING, 1
233940, ECU0: CC, 1
233940, ECU0: SENSING, 0
233950, ECU0: CC, 0
233950, ECU0: LK, 1
233970, ECU0: CC, 1
233980, ECU0: CC, 0
233990, ECU0: LK, 0
234000, ECU0: CC, 1
234010, ECU0: CC, 0
234010, ECU0: LK, 1
234030, ECU0: CC, 1
234040, ECU0: CC, 0
234050, ECU0: LK, 0
234060, ECU0: CC, 1
234070, ECU0: CC, 0
234070, ECU0: LK, 1
234090, ECU0: CC, 1
234100, ECU0: CC, 0
234110, ECU0: LK, 0
234120, ECU0: CC, 1
234130, ECU0: CC, 0
234130, ECU0: LK, 1
234150, ECU0: CC, 1
234160, ECU0: CC, 0
234170, ECU0: LK, 0
234180, ECU0: CC, 1
234050, ECU0: SENSING, 1
234060, ECU0: SENSING, 0
234190, ECU0: CC, 0
234110, ECU0: SENSING, 1
234120, ECU0: SENSING, 0
234190, ECU0: LK, 1
234210, ECU0: CC, 1
234220, ECU0: CC, 0
234230, ECU0: LK, 0
234230, ECU0: SENSING, 1
234240, ECU0: CC, 1
234240, ECU0: SENSING, 0
234250, ECU0: CC, 0
234250, ECU0: LK, 1
234270, ECU0: CC, 1
234280, ECU0: CC, 0
234290, ECU0: LK, 0
234300, ECU0: CC, 1
234310, ECU0: CC, 0
234310, ECU0: LK, 1
234330, ECU0: CC, 1
234340, ECU0: CC, 0
234350, ECU0: LK, 0
234360, ECU0: CC, 1
234370, ECU0: CC, 0
234370, ECU0: LK, 1
234390, ECU0: CC, 1
234400, ECU0: CC, 0
234410, ECU0: LK, 0
234420, ECU0: CC, 1
234430, ECU0: CC, 0
234430, ECU0: LK, 1
234450, ECU0: CC, 1
234460, ECU0: CC, 0
234470, ECU0: LK, 0
234480, ECU0: CC, 1
234350, ECU0: SENSING, 1
234360, ECU0: SENSING, 0
234410, ECU0: SENSING, 1
234420, ECU0: SENSING, 0
234490, ECU0: CC, 0
234490, ECU0: LK, 1
234510, ECU0: CC, 1
234520, ECU0: CC, 0
234530, ECU0: LK, 0
234530, ECU0: SENSING, 1
234540, ECU0: CC, 1
234540, ECU0: SENSING, 0
234550, ECU0: CC, 0
234550, ECU0: LK, 1
234570, ECU0: CC, 1
234580, ECU0: CC, 0
234590, ECU0: LK, 0
234600, ECU0: CC, 1
234610, ECU0: CC, 0
234610, ECU0: LK, 1
234630, ECU0: CC, 1
234640, ECU0: CC, 0
234650, ECU0: LK, 0
234660, ECU0: CC, 1
234670, ECU0: CC, 0
234670, ECU0: LK, 1
234690, ECU0: CC, 1
234700, ECU0: CC, 0
234710, ECU0: LK, 0
234720, ECU0: CC, 1
234730, ECU0: CC, 0
234730, ECU0: LK, 1
234750, ECU0: CC, 1
234760, ECU0: CC, 0
234770, ECU0: LK, 0
234780, ECU0: CC, 1
234650, ECU0: SENSING, 1
234660, ECU0: SENSING, 0
234710, ECU0: SENSING, 1
234720, ECU0: SENSING, 0
234790, ECU0: CC, 0
234790, ECU0: LK, 1
234810, ECU0: CC, 1
234820, ECU0: CC, 0
234830, ECU0: LK, 0
234830, ECU0: SENSING, 1
234840, ECU0: CC, 1
234840, ECU0: SENSING, 0
234850, ECU0: CC, 0
234850, ECU0: LK, 1
234870, ECU0: CC, 1
234880, ECU0: CC, 0
234890, ECU0: LK, 0
234900, ECU0: CC, 1
234910, ECU0: CC, 0
234910, ECU0: LK, 1
234930, ECU0: CC, 1
234940, ECU0: CC, 0
234950, ECU0: LK, 0
234960, ECU0: CC, 1
234970, ECU0: CC, 0
234970, ECU0: LK, 1
234990, ECU0: CC, 1
235000, ECU0: CC, 0
235010, ECU0: LK, 0
235020, ECU0: CC, 1
235030, ECU0: CC, 0
235030, ECU0: LK, 1
235050, ECU0: CC, 1
235060, ECU0: CC, 0
235070, ECU0: LK, 0
235080, ECU0: CC, 1
234950, ECU0: SENSING, 1
234960, ECU0: SENSING, 0
235010, ECU0: SENSING, 1
235020, ECU0: SENSING, 0
235090, ECU0: CC, 0
235090, ECU0: LK, 1
235110, ECU0: CC, 1
235120, ECU0: CC, 0
235130, ECU0: LK, 0
235130, ECU0: SENSING, 1
235140, ECU0: CC, 1
235140, ECU0: SENSING, 0
235150, ECU0: CC, 0
235150, ECU0: LK, 1
235170, ECU0: CC, 1
235180, ECU0: CC, 0
235190, ECU0: LK, 0
235200, ECU0: CC, 1
235210, ECU0: CC, 0
235210, ECU0: LK, 1
235230, ECU0: CC, 1
235240, ECU0: CC, 0
235250, ECU0: LK, 0
235260, ECU0: CC, 1
235270, ECU0: CC, 0
235270, ECU0: LK, 1
235290, ECU0: CC, 1
235300, ECU0: CC, 0
235310, ECU0: LK, 0
235320, ECU0: CC, 1
235330, ECU0: CC, 0
235330, ECU0: LK, 1
235350, ECU0: CC, 1
235360, ECU0: CC, 0
235370, ECU0: LK, 0
235380, ECU0: CC, 1
235250, ECU0: SENSING, 1
235260, ECU0: SENSING, 0
235310, ECU0: SENSING, 1
235320, ECU0: SENSING, 0
235390, ECU0: CC, 0
235390, ECU0: LK, 1
235410, ECU0: CC, 1
235420, ECU0: CC, 0
235430, ECU0: LK, 0
235430, ECU0: SENSING, 1
235440, ECU0: CC, 1
235440, ECU0: SENSING, 0
235450, ECU0: CC, 0
235450, ECU0: LK, 1
235470, ECU0: CC, 1
235480, ECU0: CC, 0
235490, ECU0: LK, 0
235500, ECU0: CC, 1
235510, ECU0: CC, 0
235510, ECU0: LK, 1
235530, ECU0: CC, 1
235540, ECU0: CC, 0
235550, ECU0: LK, 0
235560, ECU0: CC, 1
235570, ECU0: CC, 0
235570, ECU0: LK, 1
235590, ECU0: CC, 1
235600, ECU0: CC, 0
235610, ECU0: LK, 0
235620, ECU0: CC, 1
235630, ECU0: CC, 0
235630, ECU0: LK, 1
235650, ECU0: CC, 1
235660, ECU0: CC, 0
235670, ECU0: LK, 0
235680, ECU0: CC, 1
235550, ECU0: SENSING, 1
235560, ECU0: SENSING, 0
235610, ECU0: SENSING, 1
235620, ECU0: SENSING, 0
235690, ECU0: CC, 0
235690, ECU0: LK, 1
235710, ECU0: CC, 1
235720, ECU0: CC, 0
235730, ECU0: LK, 0
235730, ECU0: SENSING, 1
235740, ECU0: CC, 1
235740, ECU0: SENSING, 0
235750, ECU0: CC, 0
235750, ECU0: LK, 1
235770, ECU0: CC, 1
235780, ECU0: CC, 0
235790, ECU0: LK, 0
235800, ECU0: CC, 1
235810, ECU0: CC, 0
235810, ECU0: LK, 1
235830, ECU0: CC, 1
235840, ECU0: CC, 0
235850, ECU0: LK, 0
235860, ECU0: CC, 1
235870, ECU0: CC, 0
235870, ECU0: LK, 1
235890, ECU0: CC, 1
235900, ECU0: CC, 0
235910, ECU0: LK, 0
235920, ECU0: CC, 1
235930, ECU0: CC, 0
235930, ECU0: LK, 1
235950, ECU0: CC, 1
235960, ECU0: CC, 0
235970, ECU0: LK, 0
235980, ECU0: CC, 1
235850, ECU0: SENSING, 1
235860, ECU0: SENSING, 0
235910, ECU0: SENSING, 1
235920, ECU0: SENSING, 0
235990, ECU0: CC, 0
235990, ECU0: LK, 1
236010, ECU0: CC, 1
236020, ECU0: CC, 0
236030, ECU0: LK, 0
236030, ECU0: SENSING, 1
236040, ECU0: CC, 1
236040, ECU0: SENSING, 0
236050, ECU0: CC, 0
236050, ECU0: LK, 1
236070, ECU0: CC, 1
236080, ECU0: CC, 0
236090, ECU0: LK, 0
236100, ECU0: CC, 1
236110, ECU0: CC, 0
236110, ECU0: LK, 1
236130, ECU0: CC, 1
236140, ECU0: CC, 0
236150, ECU0: LK, 0
236160, ECU0: CC, 1
236170, ECU0: CC, 0
236170, ECU0: LK, 1
236190, ECU0: CC, 1
236200, ECU0: CC, 0
236210, ECU0: LK, 0
236220, ECU0: CC, 1
236230, ECU0: CC, 0
236230, ECU0: LK, 1
236250, ECU0: CC, 1
236260, ECU0: CC, 0
236270, ECU0: LK, 0
236280, ECU0: CC, 1
236150, ECU0: SENSING, 1
236160, ECU0: SENSING, 0
236210, ECU0: SENSING, 1
236220, ECU0: SENSING, 0
236290, ECU0: CC, 0
236290, ECU0: LK, 1
236310, ECU0: CC, 1
236320, ECU0: CC, 0
236330, ECU0: LK, 0
236330, ECU0: SENSING, 1
236340, ECU0: CC, 1
236340, ECU0: SENSING, 0
236350, ECU0: CC, 0
236350, ECU0: LK, 1
236370, ECU0: CC, 1
236380, ECU0: CC, 0
236390, ECU0: LK, 0
236400, ECU0: CC, 1
236410, ECU0: CC, 0
236410, ECU0: LK, 1
236430, ECU0: CC, 1
236440, ECU0: CC, 0
236450, ECU0: LK, 0
236460, ECU0: CC, 1
236470, ECU0: CC, 0
236470, ECU0: LK, 1
236490, ECU0: CC, 1
236500, ECU0: CC, 0
236510, ECU0: LK, 0
236520, ECU0: CC, 1
236530, ECU0: CC, 0
236530, ECU0: LK, 1
236550, ECU0: CC, 1
236560, ECU0: CC, 0
236570, ECU0: LK, 0
236580, ECU0: CC, 1
236450, ECU0: SENSING, 1
236460, ECU0: SENSING, 0
236510, ECU0: SENSING, 1
236520, ECU0: SENSING, 0
236590, ECU0: CC, 0
236590, ECU0: LK, 1
236610, ECU0: CC, 1
236620, ECU0: CC, 0
236630, ECU0: LK, 0
236630, ECU0: SENSING, 1
236640, ECU0: CC, 1
236640, ECU0: SENSING, 0
236650, ECU0: CC, 0
236650, ECU0: LK, 1
236670, ECU0: CC, 1
236680, ECU0: CC, 0
236690, ECU0: LK, 0
236700, ECU0: CC, 1
236710, ECU0: CC, 0
236710, ECU0: LK, 1
236730, ECU0: CC, 1
236740, ECU0: CC, 0
236750, ECU0: LK, 0
236760, ECU0: CC, 1
236770, ECU0: CC, 0
236770, ECU0: LK, 1
236790, ECU0: CC, 1
236800, ECU0: CC, 0
236810, ECU0: LK, 0
236820, ECU0: CC, 1
236830, ECU0: CC, 0
236830, ECU0: LK, 1
236850, ECU0: CC, 1
236860, ECU0: CC, 0
236870, ECU0: LK, 0
236880, ECU0: CC, 1
236750, ECU0: SENSING, 1
236760, ECU0: SENSING, 0
236810, ECU0: SENSING, 1
236820, ECU0: SENSING, 0
236890, ECU0: CC, 0
236890, ECU0: LK, 1
236910, ECU0: CC, 1
236920, ECU0: CC, 0
236930, ECU0: LK, 0
236930, ECU0: SENSING, 1
236940, ECU0: CC, 1
236940, ECU0: SENSING, 0
236950, ECU0: CC, 0
236950, ECU0: LK, 1
236970, ECU0: CC, 1
236980, ECU0: CC, 0
236990, ECU0: LK, 0
237000, ECU0: CC, 1
237010, ECU0: CC, 0
237010, ECU0: LK, 1
237030, ECU0: CC, 1
237040, ECU0: CC, 0
237050, ECU0: LK, 0
237060, ECU0: CC, 1
237070, ECU0: CC, 0
237070, ECU0: LK, 1
237090, ECU0: CC, 1
237100, ECU0: CC, 0
237110, ECU0: LK, 0
237120, ECU0: CC, 1
237130, ECU0: CC, 0
237130, ECU0: LK, 1
237150, ECU0: CC, 1
237160, ECU0: CC, 0
237170, ECU0: LK, 0
237180, ECU0: CC, 1
237050, ECU0: SENSING, 1
237060, ECU0: SENSING, 0
237110, ECU0: SENSING, 1
237120, ECU0: SENSING, 0
237190, ECU0: CC, 0
237190, ECU0: LK, 1
237210, ECU0: CC, 1
237220, ECU0: CC, 0
237230, ECU0: LK, 0
237230, ECU0: SENSING, 1
237240, ECU0: CC, 1
237240, ECU0: SENSING, 0
237250, ECU0: CC, 0
237250, ECU0: LK, 1
237270, ECU0: CC, 1
237280, ECU0: CC, 0
237290, ECU0: LK, 0
237300, ECU0: CC, 1
237310, ECU0: CC, 0
237310, ECU0: LK, 1
237330, ECU0: CC, 1
237340, ECU0: CC, 0
237350, ECU0: LK, 0
237360, ECU0: CC, 1
237370, ECU0: CC, 0
237370, ECU0: LK, 1
237390, ECU0: CC, 1
237400, ECU0: CC, 0
237410, ECU0: LK, 0
237420, ECU0: CC, 1
237430, ECU0: CC, 0
237430, ECU0: LK, 1
237450, ECU0: CC, 1
237460, ECU0: CC, 0
237470, ECU0: LK, 0
237480, ECU0: CC, 1
237350, ECU0: SENSING, 1
237360, ECU0: SENSING, 0
237410, ECU0: SENSING, 1
237420, ECU0: SENSING, 0
237490, ECU0: CC, 0
237490, ECU0: LK, 1
237510, ECU0: CC, 1
237520, ECU0: CC, 0
237530, ECU0: LK, 0
237530, ECU0: SENSING, 1
237540, ECU0: CC, 1
237540, ECU0: SENSING, 0
237550, ECU0: CC, 0
237550, ECU0: LK, 1
237570, ECU0: CC, 1
237580, ECU0: CC, 0
237590, ECU0: LK, 0
237600, ECU0: CC, 1
237610, ECU0: CC, 0
237610, ECU0: LK, 1
237630, ECU0: CC, 1
237640, ECU0: CC, 0
237650, ECU0: LK, 0
237660, ECU0: CC, 1
237670, ECU0: CC, 0
237670, ECU0: LK, 1
237690, ECU0: CC, 1
237700, ECU0: CC, 0
237710, ECU0: LK, 0
237720, ECU0: CC, 1
237730, ECU0: CC, 0
237730, ECU0: LK, 1
237750, ECU0: CC, 1
237760, ECU0: CC, 0
237770, ECU0: LK, 0
237780, ECU0: CC, 1
237650, ECU0: SENSING, 1
237660, ECU0: SENSING, 0
237710, ECU0: SENSING, 1
237720, ECU0: SENSING, 0
237790, ECU0: CC, 0
237790, ECU0: LK, 1
237810, ECU0: CC, 1
237820, ECU0: CC, 0
237830, ECU0: LK, 0
237830, ECU0: SENSING, 1
237840, ECU0: CC, 1
237840, ECU0: SENSING, 0
237850, ECU0: CC, 0
237850, ECU0: LK, 1
237870, ECU0: CC, 1
237880, ECU0: CC, 0
237890, ECU0: LK, 0
237900, ECU0: CC, 1
237910, ECU0: CC, 0
237910, ECU0: LK, 1
237930, ECU0: CC, 1
237940, ECU0: CC, 0
237950, ECU0: LK, 0
237960, ECU0: CC, 1
237970, ECU0: CC, 0
237970, ECU0: LK, 1
237990, ECU0: CC, 1
238000, ECU0: CC, 0
238010, ECU0: LK, 0
238020, ECU0: CC, 1
238030, ECU0: CC, 0
238030, ECU0: LK, 1
238050, ECU0: CC, 1
238060, ECU0: CC, 0
238070, ECU0: LK, 0
238080, ECU0: CC, 1
237950, ECU0: SENSING, 1
237960, ECU0: SENSING, 0
238010, ECU0: SENSING, 1
238020, ECU0: SENSING, 0
238090, ECU0: CC, 0
238090, ECU0: LK, 1
238110, ECU0: CC, 1
238120, ECU0: CC, 0
238130, ECU0: LK, 0
238130, ECU0: SENSING, 1
238140, ECU0: CC, 1
238140, ECU0: SENSING, 0
238150, ECU0: CC, 0
238150, ECU0: LK, 1
238170, ECU0: CC, 1
238180, ECU0: CC, 0
238190, ECU0: LK, 0
238200, ECU0: CC, 1
238210, ECU0: CC, 0
238210, ECU0: LK, 1
238230, ECU0: CC, 1
238240, ECU0: CC, 0
238250, ECU0: LK, 0
238260, ECU0: CC, 1
238270, ECU0: CC, 0
238270, ECU0: LK, 1
238290, ECU0: CC, 1
238300, ECU0: CC, 0
238310, ECU0: LK, 0
238320, ECU0: CC, 1
238330, ECU0: CC, 0
238330, ECU0: LK, 1
238350, ECU0: CC, 1
238360, ECU0: CC, 0
238370, ECU0: LK, 0
238380, ECU0: CC, 1
238250, ECU0: SENSING, 1
238260, ECU0: SENSING, 0
238310, ECU0: SENSING, 1
238320, ECU0: SENSING, 0
238390, ECU0: CC, 0
238390, ECU0: LK, 1
238410, ECU0: CC, 1
238420, ECU0: CC, 0
238430, ECU0: LK, 0
238430, ECU0: SENSING, 1
238440, ECU0: CC, 1
238440, ECU0: SENSING, 0
238450, ECU0: CC, 0
238450, ECU0: LK, 1
238470, ECU0: CC, 1
238480, ECU0: CC, 0
238490, ECU0: LK, 0
238500, ECU0: CC, 1
238510, ECU0: CC, 0
238510, ECU0: LK, 1
238530, ECU0: CC, 1
238540, ECU0: CC, 0
238550, ECU0: LK, 0
238560, ECU0: CC, 1
238570, ECU0: CC, 0
238570, ECU0: LK, 1
238590, ECU0: CC, 1
238600, ECU0: CC, 0
238610, ECU0: LK, 0
238620, ECU0: CC, 1
238630, ECU0: CC, 0
238630, ECU0: LK, 1
238650, ECU0: CC, 1
238660, ECU0: CC, 0
238670, ECU0: LK, 0
238680, ECU0: CC, 1
238550, ECU0: SENSING, 1
238560, ECU0: SENSING, 0
238610, ECU0: SENSING, 1
238620, ECU0: SENSING, 0
238690, ECU0: CC, 0
238690, ECU0: LK, 1
238710, ECU0: CC, 1
238720, ECU0: CC, 0
238730, ECU0: LK, 0
238730, ECU0: SENSING, 1
238740, ECU0: CC, 1
238740, ECU0: SENSING, 0
238750, ECU0: CC, 0
238750, ECU0: LK, 1
238770, ECU0: CC, 1
238780, ECU0: CC, 0
238790, ECU0: LK, 0
238800, ECU0: CC, 1
238810, ECU0: CC, 0
238810, ECU0: LK, 1
238830, ECU0: CC, 1
238840, ECU0: CC, 0
238850, ECU0: LK, 0
